PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36399356,Detecting Liver Cancer Using Cell-Free DNA Fragmentomes,"Foda ZH, Annapragada AV, Boyapati K, Bruhm DC, Vulpescu NA, Medina JE, Mathios D, Cristiano S, Niknafs N, Luu HT, Goggins MG, Anders RA, Sun J, Meta SH, Thomas DL, Kirk GD, Adleff V, Phallen J, Scharpf RB, Kim AK, Velculescu VE.",Cancer Discov. 2023 Mar 1;13(3):616-631. doi: 10.1158/2159-8290.CD-22-0659.,Foda ZH,Cancer Discov,2023,2022-11-18,PMC9975663,,10.1158/2159-8290.CD-22-0659
36979684,The Usefulness of Nanotechnology in Improving the Prognosis of Lung Cancer,"Bordeianu G, Filip N, Cernomaz A, Veliceasa B, Hurjui LL, Pinzariu AC, Pertea M, Clim A, Marinca MV, Serban IL.",Biomedicines. 2023 Feb 24;11(3):705. doi: 10.3390/biomedicines11030705.,Bordeianu G,Biomedicines,2023,2023-03-29,PMC10045176,,10.3390/biomedicines11030705
36747726,Performant web-based interactive visualization tool for spatially-resolved transcriptomics experiments,"Sriworarat C, Nguyen A, Eagles NJ, Collado-Torres L, Martinowich K, Maynard KR, Hicks SC.",bioRxiv [Preprint]. 2023 Feb 23:2023.01.28.525943. doi: 10.1101/2023.01.28.525943.,Sriworarat C,bioRxiv,2023,2023-02-07,PMC9900917,,10.1101/2023.01.28.525943
36865318,Concerning the eXclusion in human genomics: The choice of sex chromosome representation in the human genome drastically affects number of identified variants,"Pinto BJ, O'Connor B, Schatz MC, Zarate S, Wilson MA.",bioRxiv [Preprint]. 2023 Feb 22:2023.02.22.529542. doi: 10.1101/2023.02.22.529542.,Pinto BJ,bioRxiv,2023,2023-03-03,PMC9980147,,10.1101/2023.02.22.529542
36874953,recountmethylation enables flexible analysis of public blood DNA methylation array data,"Maden SK, Walsh B, Ellrott K, Hansen KD, Thompson RF, Nellore A.",Bioinform Adv. 2023 Feb 20;3(1):vbad020. doi: 10.1093/bioadv/vbad020. eCollection 2023.,Maden SK,Bioinform Adv,2023,2023-03-06,PMC9976962,,10.1093/bioadv/vbad020
36824961,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,"Huuki-Myers L, Spangler A, Eagles N, Montgomery KD, Kwon SH, Guo B, Grant-Peters M, Divecha HR, Tippani M, Sriworarat C, Nguyen AB, Ravichandran P, Tran MN, Seyedian A; PsychENCODE consortium; Hyde TM, Kleinman JE, Battle A, Page SC, Ryten M, Hicks SC, Martinowich K, Collado-Torres L, Maynard KR.",bioRxiv [Preprint]. 2023 Feb 15:2023.02.15.528722. doi: 10.1101/2023.02.15.528722.,Huuki-Myers L,bioRxiv,2023,2023-02-24,PMC9949126,,10.1101/2023.02.15.528722
36759904,REPAC: analysis of alternative polyadenylation from RNA-sequencing data,"Imada EL, Wilks C, Langmead B, Marchionni L.",Genome Biol. 2023 Feb 9;24(1):22. doi: 10.1186/s13059-023-02865-5.,Imada EL,Genome Biol,2023,2023-02-10,PMC9912678,,10.1186/s13059-023-02865-5
36852281,High-throughput screening for myelination promoting compounds using human stem cell-derived oligodendrocyte progenitor cells,"Li W, Berlinicke C, Huang Y, Giera S, McGrath AG, Fang W, Chen C, Takaesu F, Chang X, Duan Y, Kumar D, Chang C, Mao HQ, Sheng G, Dodge JC, Ji H, Madden S, Zack DJ, Chamling X.",iScience. 2023 Feb 8;26(3):106156. doi: 10.1016/j.isci.2023.106156. eCollection 2023 Mar 17.,Li W,iScience,2023,2023-02-28,PMC9958491,,10.1016/j.isci.2023.106156
36798399,IVT generation of guideRNAs for Cas9-enrichment Nanopore Sequencing,"Gilpatrick T, Wang JZ, Weiss D, Norris AL, Eshleman J, Timp W.",bioRxiv [Preprint]. 2023 Feb 7:2023.02.07.527484. doi: 10.1101/2023.02.07.527484.,Gilpatrick T,bioRxiv,2023,2023-02-17,PMC9934585,,10.1101/2023.02.07.527484
36778393,DandD: efficient measurement of sequence growth and similarity,"Bonnie JK, Ahmed O, Langmead B.",bioRxiv [Preprint]. 2023 Feb 3:2023.02.02.526837. doi: 10.1101/2023.02.02.526837.,Bonnie JK,bioRxiv,2023,2023-02-13,PMC9915590,,10.1101/2023.02.02.526837
36747709,Three-dimensional genomic mapping of human pancreatic tissue reveals striking multifocality and genetic heterogeneity in precancerous lesions,"Braxton AM, Kiemen AL, Grahn MP, Forjaz A, Babu JM, Zheng L, Jiang L, Cheng H, Song Q, Reichel R, Graham S, Damanakis AI, Fischer CG, Mou S, Metz C, Granger J, Liu XD, Bachmann N, Almagro-Pérez C, Jiang AC, Yoo J, Kim B, Du S, Foster E, Hsu JY, Rivera PA, Chu LC, Liu F, Niknafs N, Fishman EK, Yuille A, Roberts NJ, Thompson ED, Scharpf RB, Cornish TC, Jiao Y, Karchin R, Hruban RH, Wu PH, Wirtz D, Wood LD.",bioRxiv [Preprint]. 2023 Jan 28:2023.01.27.525553. doi: 10.1101/2023.01.27.525553.,Braxton AM,bioRxiv,2023,2023-02-07,PMC9900989,,10.1101/2023.01.27.525553
36833245,Reconstruction of Single-Cell Trajectories Using Stochastic Tree Search,"Zhai J, Ji H, Jiang H.",Genes (Basel). 2023 Jan 26;14(2):318. doi: 10.3390/genes14020318.,Zhai J,Genes (Basel),2023,2023-02-25,PMC9957497,,10.3390/genes14020318
36702947,Persistent mutation burden drives sustained anti-tumor immune responses,"Niknafs N, Balan A, Cherry C, Hummelink K, Monkhorst K, Shao XM, Belcaid Z, Marrone KA, Murray J, Smith KN, Levy B, Feliciano J, Hann CL, Lam V, Pardoll DM, Karchin R, Seiwert TY, Brahmer JR, Forde PM, Velculescu VE, Anagnostou V.",Nat Med. 2023 Feb;29(2):440-449. doi: 10.1038/s41591-022-02163-w. Epub 2023 Jan 26.,Niknafs N,Nat Med,2023,2023-01-26,PMC9941047,,10.1038/s41591-022-02163-w
36711814,Dasatinib Resensitizes MAPK Inhibitor Efficacy in Standard-of-Care Relapsed Melanomas,"Rebecca VW, Xiao M, Kossenkov A, Godok T, Brown GS, Fingerman D, Alicea GM, Wei M, Ji H, Bravo J, Chen Y, Fane ME, Villanueva J, Nathanson K, Liu Q, Gopal YNV, Davies MA, Herlyn M.",bioRxiv [Preprint]. 2023 Jan 21:2023.01.20.524923. doi: 10.1101/2023.01.20.524923.,Rebecca VW,bioRxiv,2023,2023-01-30,PMC9882271,,10.1101/2023.01.20.524923
36658279,Jasmine and Iris: population-scale structural variant comparison and analysis,"Kirsche M, Prabhu G, Sherman R, Ni B, Battle A, Aganezov S, Schatz MC.",Nat Methods. 2023 Mar;20(3):408-417. doi: 10.1038/s41592-022-01753-3. Epub 2023 Jan 19.,Kirsche M,Nat Methods,2023,2023-01-19,PMC10006329,NIHMS1863894,10.1038/s41592-022-01753-3
36653470,Clustering by antigen-presenting genes reveals immune landscapes and predicts response to checkpoint immunotherapy,"Gong X, Karchin R.",Sci Rep. 2023 Jan 18;13(1):950. doi: 10.1038/s41598-023-28167-1.,Gong X,Sci Rep,2023,2023-01-18,PMC9849403,,10.1038/s41598-023-28167-1
36653349,"Probabilistic embedding, clustering, and alignment for integrating spatial transcriptomics data with PRECAST","Liu W, Liao X, Luo Z, Yang Y, Lau MC, Jiao Y, Shi X, Zhai W, Ji H, Yeong J, Liu J.",Nat Commun. 2023 Jan 18;14(1):296. doi: 10.1038/s41467-023-35947-w.,Liu W,Nat Commun,2023,2023-01-18,PMC9849443,,10.1038/s41467-023-35947-w
36604566,Triple negative breast tumors contain heterogeneous cancer cells expressing distinct KRAS-dependent collective and disseminative invasion programs,"Henriet E, Knutsdottir H, Grasset EM, Dunworth M, Haynes M, Bader JS, Ewald AJ.",Oncogene. 2023 Mar;42(10):737-747. doi: 10.1038/s41388-022-02586-2. Epub 2023 Jan 5.,Henriet E,Oncogene,2023,2023-01-05,PMC10760065,NIHMS1947444,10.1038/s41388-022-02586-2
36603033,Similar evolutionary trajectories in an environmental Cryptococcus neoformans isolate after human and murine infection,"Sephton-Clark P, McConnell SA, Grossman N, Baker RP, Dragotakes Q, Fan Y, Fu MS, Gerbig G, Greengo S, Hardwick JM, Kulkarni M, Levitz SM, Nosanchuk JD, Shoham S, Smith DFQ, Stempinski P, Timp W, Wear MP, Cuomo CA, Casadevall A.",Proc Natl Acad Sci U S A. 2023 Jan 10;120(2):e2217111120. doi: 10.1073/pnas.2217111120. Epub 2023 Jan 5.,Sephton-Clark P,Proc Natl Acad Sci U S A,2023,2023-01-05,PMC9926274,,10.1073/pnas.2217111120
36268892,Establishing Physalis as a Solanaceae model system enables genetic reevaluation of the inflated calyx syndrome,"He J, Alonge M, Ramakrishnan S, Benoit M, Soyk S, Reem NT, Hendelman A, Van Eck J, Schatz MC, Lippman ZB.",Plant Cell. 2023 Jan 2;35(1):351-368. doi: 10.1093/plcell/koac305.,He J,Plant Cell,2023,2022-10-21,PMC9806562,,10.1093/plcell/koac305
36635537,"Approaching complete genomes, transcriptomes and epi-omes with accurate long-read sequencing","Kovaka S, Ou S, Jenike KM, Schatz MC.",Nat Methods. 2023 Jan;20(1):12-16. doi: 10.1038/s41592-022-01716-8.,Kovaka S,Nat Methods,2023,2023-01-12,PMC10068675,NIHMS1887250,10.1038/s41592-022-01716-8
36124009,Human Cardiac Pericytes Are Susceptible to SARS-CoV-2 Infection,"Brumback BD, Dmytrenko O, Robinson AN, Bailey AL, Ma P, Liu J, Hicks SC, Ng S, Li G, Zhang DM, Lipovsky CE, Lin CY, Diamond MS, Lavine KJ, Rentschler SL.",JACC Basic Transl Sci. 2023 Feb;8(2):109-120. doi: 10.1016/j.jacbts.2022.09.001. Epub 2022 Sep 14.,Brumback BD,JACC Basic Transl Sci,2023,2022-09-20,PMC9473702,,10.1016/j.jacbts.2022.09.001
36690926,"MUC5B, telomere length and longitudinal quantitative interstitial lung changes: the MESA Lung Study","Kim JS, Manichaikul AW, Hoffman EA, Balte P, Anderson MR, Bernstein EJ, Madahar P, Oelsner EC, Kawut SM, Wysoczanski A, Laine AF, Adegunsoye A, Ma JZ, Taub MA, Mathias RA, Rich SS, Rotter JI, Noth I, Garcia CK, Barr RG, Podolanczuk AJ.",Thorax. 2023 Jun;78(6):566-573. doi: 10.1136/thorax-2021-218139. Epub 2022 Aug 5.,Kim JS,Thorax,2023,2023-01-23,PMC9899287,NIHMS1825927,10.1136/thorax-2021-218139
36762707,Chromosome-level genome and the identification of sex chromosomes in Uloborus diversus,"Miller J, Zimin AV, Gordus A.",Gigascience. 2022 Dec 28;12:giad002. doi: 10.1093/gigascience/giad002. Epub 2023 Feb 10.,Miller J,Gigascience,2022,2023-02-10,PMC9912274,,10.1093/gigascience/giad002
37602140,Metagenomic classification with KrakenUniq on low-memory computers,"Pockrandt C, Zimin AV, Salzberg SL.",J Open Source Softw. 2022;7(80):4908. doi: 10.21105/joss.04908. Epub 2022 Dec 28.,Pockrandt C,J Open Source Softw,2022,2023-08-21,PMC10438097,NIHMS1920964,10.21105/joss.04908
36632322,Clinical features and long-term outcomes of patients with colonic oligopolyposis of unknown etiology,"Feldman D, Rodgers-Fouche L, Hicks S, Chung DC.",World J Gastroenterol. 2022 Dec 28;28(48):6950-6961. doi: 10.3748/wjg.v28.i48.6950.,Feldman D,World J Gastroenterol,2022,2023-01-12,PMC9827588,,10.3748/wjg.v28.i48.6950
36055772,Research gaps and opportunities in precision nutrition: an NIH workshop report,"Lee BY, Ordovás JM, Parks EJ, Anderson CAM, Barabási AL, Clinton SK, de la Haye K, Duffy VB, Franks PW, Ginexi EM, Hammond KJ, Hanlon EC, Hittle M, Ho E, Horn AL, Isaacson RS, Mabry PL, Malone S, Martin CK, Mattei J, Meydani SN, Nelson LM, Neuhouser ML, Parent B, Pronk NP, Roche HM, Saria S, Scheer FAJL, Segal E, Sevick MA, Spector TD, Van Horn L, Varady KA, Voruganti VS, Martinez MF.",Am J Clin Nutr. 2022 Dec 19;116(6):1877-1900. doi: 10.1093/ajcn/nqac237.,Lee BY,Am J Clin Nutr,2022,2022-09-02,PMC9761773,,10.1093/ajcn/nqac237
36522651,Automated assembly scaffolding using RagTag elevates a new tomato system for high-throughput genome editing,"Alonge M, Lebeigle L, Kirsche M, Jenike K, Ou S, Aganezov S, Wang X, Lippman ZB, Schatz MC, Soyk S.",Genome Biol. 2022 Dec 15;23(1):258. doi: 10.1186/s13059-022-02823-7.,Alonge M,Genome Biol,2022,2022-12-15,PMC9753292,,10.1186/s13059-022-02823-7
36519529,Structure-guided isoform identification for the human transcriptome,"Sommer MJ, Cha S, Varabyou A, Rincon N, Park S, Minkin I, Pertea M, Steinegger M, Salzberg SL.",Elife. 2022 Dec 15;11:e82556. doi: 10.7554/eLife.82556.,Sommer MJ,Elife,2022,2022-12-15,PMC9812405,,10.7554/eLife.82556
36053203,Clinical Trial Development in TP53-Mutated Locally Advanced and Recurrent and/or Metastatic Head and Neck Squamous Cell Carcinoma,"Rodriguez CP, Kang H, Geiger JL, Burtness B, Chung CH, Pickering CR, Fakhry C, Le QT, Yom SS, Galloway TJ, Golemis E, Li A, Shoop J, Wong S, Mehra R, Skinner H, Saba NF, Flores ER, Myers JN, Ford JM, Karchin R, Ferris RL, Kunos C, Lynn JM, Malik S.",J Natl Cancer Inst. 2022 Dec 8;114(12):1619-1627. doi: 10.1093/jnci/djac163.,Rodriguez CP,J Natl Cancer Inst,2022,2022-09-02,PMC9745425,,10.1093/jnci/djac163
37744083,A prospective birth cohort study of maternal prenatal cigarette smoking assessed by self-report and biomarkers on childhood risk of overweight or obesity,"Hou W, Zhang M, Ji Y, Hong X, Wang G, Xu R, Liang L, Saria S, Ji H.",Precis Nutr. 2022 Dec 7;1(3):e00017. doi: 10.1097/PN9.0000000000000017. eCollection 2022 Dec.,Hou W,Precis Nutr,2022,2023-09-25,PMC10035292,NIHMS1850553,10.1097/PN9.0000000000000017
36475543,A method for low-coverage single-gamete sequence analysis demonstrates adherence to Mendel's first law across a large sample of human sperm,"Carioscia SA, Weaver KJ, Bortvin AN, Pan H, Ariad D, Bell AD, McCoy RC.",Elife. 2022 Dec 7;11:e76383. doi: 10.7554/eLife.76383.,Carioscia SA,Elife,2022,2022-12-07,PMC9844984,,10.7554/eLife.76383
36448986,Biological Life-Stage and the Burden of Cardiac Events in Women With Congenital Long QT Syndrome,"Younis A, Zareba W, Goldenberg I, Kharsa A, McNitt S, Aktas MK, Bodurian C, Farooq S, Polonsky B, Sotoodehnia N, Kudenchuk PJ, Rea TD, Arking DE, Luigi Bragazzi N, Goldenberg I.",Circ Arrhythm Electrophysiol. 2022 Dec;15(12):e011247. doi: 10.1161/CIRCEP.122.011247. Epub 2022 Nov 30.,Younis A,Circ Arrhythm Electrophysiol,2022,2022-11-30,PMC9783642,NIHMS1851759,10.1161/CIRCEP.122.011247
36448847,3D-Beacons: decreasing the gap between protein sequences and structures through a federated network of protein structure data resources,"Varadi M, Nair S, Sillitoe I, Tauriello G, Anyango S, Bienert S, Borges C, Deshpande M, Green T, Hassabis D, Hatos A, Hegedus T, Hekkelman ML, Joosten R, Jumper J, Laydon A, Molodenskiy D, Piovesan D, Salladini E, Salzberg SL, Sommer MJ, Steinegger M, Suhajda E, Svergun D, Tenorio-Ku L, Tosatto S, Tunyasuvunakool K, Waterhouse AM, Žídek A, Schwede T, Orengo C, Velankar S.",Gigascience. 2022 Nov 30;11:giac118. doi: 10.1093/gigascience/giac118.,Varadi M,Gigascience,2022,2022-11-30,PMC9709962,,10.1093/gigascience/giac118
36443683,Tyroviruses are a new group of temperate phages that infect Bacillus species in soil environments worldwide,"Batinovic S, Stanton CR, Rice DTF, Rowe B, Beer M, Petrovski S.",BMC Genomics. 2022 Nov 28;23(1):777. doi: 10.1186/s12864-022-09023-4.,Batinovic S,BMC Genomics,2022,2022-11-28,PMC9703825,,10.1186/s12864-022-09023-4
36423582,Quantitative fate mapping: A general framework for analyzing progenitor state dynamics via retrospective lineage barcoding,"Fang W, Bell CM, Sapirstein A, Asami S, Leeper K, Zack DJ, Ji H, Kalhor R.",Cell. 2022 Nov 23;185(24):4604-4620.e32. doi: 10.1016/j.cell.2022.10.028.,Fang W,Cell,2022,2022-11-24,PMC9708097,NIHMS1846766,10.1016/j.cell.2022.10.028
36419026,Effectiveness and cost effectiveness of palliative care interventions in people with chronic heart failure and their caregivers: a systematic review,"Hicks S, Davidson M, Efstathiou N, Guo P.",BMC Palliat Care. 2022 Nov 23;21(1):205. doi: 10.1186/s12904-022-01092-2.,Hicks S,BMC Palliat Care,2022,2022-11-24,PMC9685889,,10.1186/s12904-022-01092-2
36439024,A Random Forest Genomic Classifier for Tumor Agnostic Prediction of Response to Anti-PD1 Immunotherapy,"Bigelow E, Saria S, Piening B, Curti B, Dowdell A, Weerasinghe R, Bifulco C, Urba W, Finkelstein N, Fertig EJ, Baras A, Zaidi N, Jaffee E, Yarchoan M.",Cancer Inform. 2022 Nov 22;21:11769351221136081. doi: 10.1177/11769351221136081. eCollection 2022.,Bigelow E,Cancer Inform,2022,2022-11-28,PMC9685115,,10.1177/11769351221136081
36413997,Calibration of computational tools for missense variant pathogenicity classification and ClinGen recommendations for PP3/BP4 criteria,"Pejaver V, Byrne AB, Feng BJ, Pagel KA, Mooney SD, Karchin R, O'Donnell-Luria A, Harrison SM, Tavtigian SV, Greenblatt MS, Biesecker LG, Radivojac P, Brenner SE; ClinGen Sequence Variant Interpretation Working Group.",Am J Hum Genet. 2022 Dec 1;109(12):2163-2177. doi: 10.1016/j.ajhg.2022.10.013. Epub 2022 Nov 21.,Pejaver V,Am J Hum Genet,2022,2022-11-22,PMC9748256,,10.1016/j.ajhg.2022.10.013
36398878,Hedgehog regulation of epithelial cell state and morphogenesis in the larynx,"Ramachandran J, Zhou W, Bardenhagen AE, Nasr T, Yates ER, Zorn AM, Ji H, Vokes SA.",Elife. 2022 Nov 18;11:e77055. doi: 10.7554/eLife.77055.,Ramachandran J,Elife,2022,2022-11-18,PMC9718526,,10.7554/eLife.77055
36377311,Experimental and In Silico Analysis of TEM β-Lactamase Adaptive Evolution,"Standley M, Blay V, Beleva Guthrie V, Kim J, Lyman A, Moya A, Karchin R, Camps M.",ACS Infect Dis. 2022 Dec 9;8(12):2451-2463. doi: 10.1021/acsinfecdis.2c00216. Epub 2022 Nov 14.,Standley M,ACS Infect Dis,2022,2022-11-15,PMC9745794,,10.1021/acsinfecdis.2c00216
36970054,Cell-free DNA Predicts Prolonged Response to Multi-agent Chemotherapy in Pancreatic Ductal Adenocarcinoma,"Christenson ES, Lim SJ, Durham J, De Jesus-Acosta A, Bever K, Laheru D, Ryan A, Agarwal P, Scharpf RB, Le DT, Wang H.",Cancer Res Commun. 2022 Nov 11;2(11):1418-1425. doi: 10.1158/2767-9764.CRC-22-0343. eCollection 2022 Nov.,Christenson ES,Cancer Res Commun,2022,2023-03-27,PMC10035498,,10.1158/2767-9764.CRC-22-0343
36344995,Network reconstruction for trans acting genetic loci using multi-omics data and prior information,"Hawe JS, Saha A, Waldenberger M, Kunze S, Wahl S, Müller-Nurasyid M, Prokisch H, Grallert H, Herder C, Peters A, Strauch K, Theis FJ, Gieger C, Chambers J, Battle A, Heinig M.",Genome Med. 2022 Nov 7;14(1):125. doi: 10.1186/s13073-022-01124-9.,Hawe JS,Genome Med,2022,2022-11-07,PMC9641770,,10.1186/s13073-022-01124-9
36322776,Anti-PF4 antibodies associated with disease severity in COVID-19,"Liu Q, Miao H, Li S, Zhang P, Gerber GF, Follmann D, Ji H, Zeger SL, Chertow DS, Quinn TC, Robinson ML, Kickler TS, Rothman RE, Fenstermacher KZJ, Braunstein EM, Cox AL, Farci P, Fauci AS, Lusso P.",Proc Natl Acad Sci U S A. 2022 Nov 22;119(47):e2213361119. doi: 10.1073/pnas.2213361119. Epub 2022 Nov 2.,Liu Q,Proc Natl Acad Sci U S A,2022,2022-11-02,PMC9704720,,10.1073/pnas.2213361119
36074020,Genomic Landscapes and Hallmarks of Mutant RAS in Human Cancers,"Scharpf RB, Balan A, Ricciuti B, Fiksel J, Cherry C, Wang C, Lenoue-Newton ML, Rizvi HA, White JR, Baras AS, Anaya J, Landon BV, Majcherska-Agrawal M, Ghanem P, Lee J, Raskin L, Park AS, Tu H, Hsu H, Arbour KC, Awad MM, Riely GJ, Lovly CM, Anagnostou V.",Cancer Res. 2022 Nov 2;82(21):4058-4078. doi: 10.1158/0008-5472.CAN-22-1731.,Scharpf RB,Cancer Res,2022,2022-09-08,PMC9627127,NIHMS1835586,10.1158/0008-5472.CAN-22-1731
39081858,KATKA: A KRAKEN-like tool with k given at query time,"Gagie T, Kashgouli S, Langmead B.",Int Symp String Process Inf Retr. 2022 Nov;13617:191-197. doi: 10.1007/978-3-031-20643-6_14. Epub 2022 Nov 1.,Gagie T,Int Symp String Process Inf Retr,2022,2024-07-31,PMC11288484,NIHMS2011401,10.1007/978-3-031-20643-6_14
36316646,Sketching and sampling approaches for fast and accurate long read classification,"Das A, Schatz MC.",BMC Bioinformatics. 2022 Oct 31;23(1):452. doi: 10.1186/s12859-022-05014-0.,Das A,BMC Bioinformatics,2022,2022-11-01,PMC9624007,,10.1186/s12859-022-05014-0
36303018,A framework for detecting noncoding rare-variant associations of large-scale whole-genome sequencing studies,"Li Z, Li X, Zhou H, Gaynor SM, Selvaraj MS, Arapoglou T, Quick C, Liu Y, Chen H, Sun R, Dey R, Arnett DK, Auer PL, Bielak LF, Bis JC, Blackwell TW, Blangero J, Boerwinkle E, Bowden DW, Brody JA, Cade BE, Conomos MP, Correa A, Cupples LA, Curran JE, de Vries PS, Duggirala R, Franceschini N, Freedman BI, Göring HHH, Guo X, Kalyani RR, Kooperberg C, Kral BG, Lange LA, Lin BM, Manichaikul A, Manning AK, Martin LW, Mathias RA, Meigs JB, Mitchell BD, Montasser ME, Morrison AC, Naseri T, O'Connell JR, Palmer ND, Peyser PA, Psaty BM, Raffield LM, Redline S, Reiner AP, Reupena MS, Rice KM, Rich SS, Smith JA, Taylor KD, Taub MA, Vasan RS, Weeks DE, Wilson JG, Yanek LR, Zhao W; NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium; TOPMed Lipids Working Group; Rotter JI, Willer CJ, Natarajan P, Peloso GM, Lin X.",Nat Methods. 2022 Dec;19(12):1599-1611. doi: 10.1038/s41592-022-01640-x. Epub 2022 Oct 27.,Li Z,Nat Methods,2022,2022-10-27,PMC10008172,NIHMS1862492,10.1038/s41592-022-01640-x
36329692,Multimodal Imaging and Macular Hyalocyte Count in a Patient with Acute Macular Neuroretinopathy,"Schatz MJ, Otero-Marquez O, Rosen RB, Parikh D.",Case Rep Ophthalmol Med. 2022 Oct 25;2022:2855191. doi: 10.1155/2022/2855191. eCollection 2022.,Schatz MJ,Case Rep Ophthalmol Med,2022,2022-11-04,PMC9626219,,10.1155/2022/2855191
36365079,"Antioxidant, Antimicrobial, and Kinetic Studies of Β-Cyclodextrin Crosslinked with Lignin for Drug Delivery","Anghel N, Melinte V, Spiridon I, Pertea M.",Pharmaceutics. 2022 Oct 22;14(11):2260. doi: 10.3390/pharmaceutics14112260.,Anghel N,Pharmaceutics,2022,2022-11-11,PMC9697378,,10.3390/pharmaceutics14112260
36261518,Semi-automated assembly of high-quality diploid human reference genomes,"Jarvis ED, Formenti G, Rhie A, Guarracino A, Yang C, Wood J, Tracey A, Thibaud-Nissen F, Vollger MR, Porubsky D, Cheng H, Asri M, Logsdon GA, Carnevali P, Chaisson MJP, Chin CS, Cody S, Collins J, Ebert P, Escalona M, Fedrigo O, Fulton RS, Fulton LL, Garg S, Gerton JL, Ghurye J, Granat A, Green RE, Harvey W, Hasenfeld P, Hastie A, Haukness M, Jaeger EB, Jain M, Kirsche M, Kolmogorov M, Korbel JO, Koren S, Korlach J, Lee J, Li D, Lindsay T, Lucas J, Luo F, Marschall T, Mitchell MW, McDaniel J, Nie F, Olsen HE, Olson ND, Pesout T, Potapova T, Puiu D, Regier A, Ruan J, Salzberg SL, Sanders AD, Schatz MC, Schmitt A, Schneider VA, Selvaraj S, Shafin K, Shumate A, Stitziel NO, Stober C, Torrance J, Wagner J, Wang J, Wenger A, Xiao C, Zimin AV, Zhang G, Wang T, Li H, Garrison E, Haussler D, Hall I, Zook JM, Eichler EE, Phillippy AM, Paten B, Howe K, Miga KH; Human Pangenome Reference Consortium.",Nature. 2022 Nov;611(7936):519-531. doi: 10.1038/s41586-022-05325-5. Epub 2022 Oct 19.,Jarvis ED,Nature,2022,2022-10-19,PMC9668749,,10.1038/s41586-022-05325-5
